,state,feature,importance_score,ranking
877,id,pct_hh_fever_weighted,0.009828459471464157,14
900,id,pct_self_other_weighted,0.009596564806997776,15
881,id,pct_asthma_weighted,0.007489948067814112,16
907,id,pct_self_diarrhea_weighted,0.006113674491643906,17
893,id,pct_cancer_weighted,0.005945028271526098,18
879,id,pct_hh_sore_throat_weighted,0.005904823541641235,19
908,id,pct_self_difficulty_breathing_weighted,0.005772677715867758,20
892,id,pct_self_multiple_symptoms_weighted,0.005327938590198755,21
886,id,pct_self_none_of_above_weighted,0.004683307372033596,22
887,id,pct_self_muscle_joint_aches_weighted,0.0046229371801018715,23
899,id,pct_hh_difficulty_breathing_weighted,0.004572062287479639,24
904,id,pct_self_cough_weighted,0.004501269664615393,25
889,id,pct_chronic_lung_disease_weighted,0.004243464674800634,26
880,id,pct_self_fever_weighted,0.003935887478291988,27
882,id,pct_autoimmune_disorder_weighted,0.0035843730438500643,28
906,id,pct_high_blood_pressure_weighted,0.0029884171672165394,29
896,id,pct_heart_disease_weighted,0.0027817522641271353,30
902,id,pct_hh_shortness_of_breath_weighted,0.0026343560311943293,31
888,id,pct_self_persistent_pain_pressure_in_chest_weighted,0.0026013872120529413,32
905,id,pct_self_shortness_of_breath_weighted,0.0020266256760805845,33
894,id,pct_self_nausea_vomiting_weighted,0.0016633551567792892,34
890,id,pct_no_above_medical_conditions_weighted,0.0016495768213644624,35
1690,il,pct_avoid_contact_all_or_most_time_weighted,0.3570626974105835,1
1680,il,pct_cmnty_cli_weighted,0.1784258782863617,2
1709,il,pct_self_cough_weighted,0.15145021677017212,3
1696,il,pct_self_nasal_congestion_weighted,0.029709694907069206,4
1688,il,pct_self_runny_nose_weighted,0.023841407150030136,5
1681,il,pct_self_anosmia_ageusia_weighted,0.021242622286081314,6
1694,il,pct_chronic_lung_disease_weighted,0.020714880898594856,7
1706,il,pct_worked_outside_home_weighted,0.018069084733724594,8
1689,il,pct_self_sore_throat_weighted,0.016529742628335953,9
1707,il,pct_hh_shortness_of_breath_weighted,0.014199295081198215,10
1708,il,pct_hh_cough_weighted,0.012676435522735119,11
1710,il,pct_self_shortness_of_breath_weighted,0.012636492028832436,12
1692,il,pct_self_muscle_joint_aches_weighted,0.01117721013724804,13
1684,il,pct_hh_sore_throat_weighted,0.011072924360632896,14
1687,il,pct_autoimmune_disorder_weighted,0.010123935528099537,15
1685,il,pct_self_fever_weighted,0.009531172923743725,16
1691,il,pct_self_none_of_above_weighted,0.009288324043154716,17
1713,il,pct_self_difficulty_breathing_weighted,0.00926161464303732,18
1705,il,pct_self_other_weighted,0.00912904366850853,19
1682,il,pct_hh_fever_weighted,0.008745821192860603,20
1701,il,pct_heart_disease_weighted,0.007593581452965736,21
1683,il,pct_hh_cli_weighted,0.007447250187397003,22
1712,il,pct_self_diarrhea_weighted,0.0060520474798977375,23
1703,il,pct_diabetes_weighted,0.005147967487573624,24
1697,il,pct_self_multiple_symptoms_weighted,0.004546672105789185,25
1698,il,pct_cancer_weighted,0.004512605722993612,26
1702,il,pct_self_tiredness_or_exhaustion_weighted,0.0044861603528261185,27
1699,il,pct_self_nausea_vomiting_weighted,0.004435292445123196,28
1700,il,pct_multiple_medical_conditions_weighted,0.004260677378624678,29
1711,il,pct_high_blood_pressure_weighted,0.003436528379097581,30
1714,il,pct_kidney_disease_weighted,0.0032809770200401545,31
1693,il,pct_self_persistent_pain_pressure_in_chest_weighted,0.0032153278589248657,32
1704,il,pct_hh_difficulty_breathing_weighted,0.0028927279636263847,33
1686,il,pct_asthma_weighted,0.0019524403614923358,34
1695,il,pct_no_above_medical_conditions_weighted,0.001851193723268807,35
910,in,pct_cmnty_cli_weighted,0.3340780735015869,1
936,in,pct_worked_outside_home_weighted,0.0896025076508522,2
918,in,pct_self_runny_nose_weighted,0.05506916344165802,3
939,in,pct_self_cough_weighted,0.03163247928023338,4
937,in,pct_hh_shortness_of_breath_weighted,0.031252421438694,5
919,in,pct_self_sore_throat_weighted,0.026476355269551277,6
920,in,pct_avoid_contact_all_or_most_time_weighted,0.026126448065042496,7
940,in,pct_self_shortness_of_breath_weighted,0.025956345722079277,8
917,in,pct_autoimmune_disorder_weighted,0.02487868443131447,9
935,in,pct_self_other_weighted,0.021617364138364792,10
944,in,pct_kidney_disease_weighted,0.02077832631766796,11
911,in,pct_self_anosmia_ageusia_weighted,0.020241636782884598,12
938,in,pct_hh_cough_weighted,0.019727859646081924,13
943,in,pct_self_difficulty_breathing_weighted,0.018698135390877724,14
924,in,pct_chronic_lung_disease_weighted,0.01812916249036789,15
926,in,pct_self_nasal_congestion_weighted,0.017895622178912163,16
914,in,pct_hh_sore_throat_weighted,0.01704654097557068,17
913,in,pct_hh_cli_weighted,0.016864292323589325,18
933,in,pct_diabetes_weighted,0.016141463071107864,19
927,in,pct_self_multiple_symptoms_weighted,0.015573658980429173,20
929,in,pct_self_nausea_vomiting_weighted,0.015400712378323078,21
915,in,pct_self_fever_weighted,0.014581844210624695,22
916,in,pct_asthma_weighted,0.0142653938382864,23
930,in,pct_multiple_medical_conditions_weighted,0.013851559720933437,24
923,in,pct_self_persistent_pain_pressure_in_chest_weighted,0.013017249293625355,25
922,in,pct_self_muscle_joint_aches_weighted,0.012210657820105553,26
942,in,pct_self_diarrhea_weighted,0.011328626424074173,27
932,in,pct_self_tiredness_or_exhaustion_weighted,0.010191865265369415,28
928,in,pct_cancer_weighted,0.00930581334978342,29
941,in,pct_high_blood_pressure_weighted,0.00844409316778183,30
931,in,pct_heart_disease_weighted,0.007375241722911596,31
934,in,pct_hh_difficulty_breathing_weighted,0.0073321000672876835,32
925,in,pct_no_above_medical_conditions_weighted,0.00541080255061388,33
921,in,pct_self_none_of_above_weighted,0.005044962745159864,34
912,in,pct_hh_fever_weighted,0.004452385939657688,35
978,ks,pct_self_difficulty_breathing_weighted,0.11962713301181793,1
945,ks,pct_cmnty_cli_weighted,0.09403381496667862,2
973,ks,pct_hh_cough_weighted,0.09208405017852783,3
974,ks,pct_self_cough_weighted,0.06078703701496124,4
970,ks,pct_self_other_weighted,0.05737197771668434,5
953,ks,pct_self_runny_nose_weighted,0.046275172382593155,6
979,ks,pct_kidney_disease_weighted,0.03585287556052208,7
948,ks,pct_hh_cli_weighted,0.02822033129632473,8
947,ks,pct_hh_fever_weighted,0.02784944698214531,9
959,ks,pct_chronic_lung_disease_weighted,0.027006953954696655,10
972,ks,pct_hh_shortness_of_breath_weighted,0.02672932855784893,11
955,ks,pct_avoid_contact_all_or_most_time_weighted,0.026693526655435562,12
960,ks,pct_no_above_medical_conditions_weighted,0.02591731771826744,13
949,ks,pct_hh_sore_throat_weighted,0.025498516857624054,14
977,ks,pct_self_diarrhea_weighted,0.024958645924925804,15
969,ks,pct_hh_difficulty_breathing_weighted,0.024924132972955704,16
971,ks,pct_worked_outside_home_weighted,0.024238713085651398,17
956,ks,pct_self_none_of_above_weighted,0.02243092842400074,18
975,ks,pct_self_shortness_of_breath_weighted,0.02147529274225235,19
962,ks,pct_self_multiple_symptoms_weighted,0.02107764221727848,20
951,ks,pct_asthma_weighted,0.01935875229537487,21
967,ks,pct_self_tiredness_or_exhaustion_weighted,0.01870066300034523,22
961,ks,pct_self_nasal_congestion_weighted,0.01597566343843937,23
954,ks,pct_self_sore_throat_weighted,0.015439157374203205,24
965,ks,pct_multiple_medical_conditions_weighted,0.014650315046310425,25
963,ks,pct_cancer_weighted,0.014216396026313305,26
952,ks,pct_autoimmune_disorder_weighted,0.012254483997821808,27
957,ks,pct_self_muscle_joint_aches_weighted,0.010724939405918121,28
968,ks,pct_diabetes_weighted,0.009156603366136551,29
964,ks,pct_self_nausea_vomiting_weighted,0.008456860668957233,30
958,ks,pct_self_persistent_pain_pressure_in_chest_weighted,0.0062879594042897224,31
950,ks,pct_self_fever_weighted,0.006192535161972046,32
976,ks,pct_high_blood_pressure_weighted,0.005629813298583031,33
946,ks,pct_self_anosmia_ageusia_weighted,0.005608413368463516,34
966,ks,pct_heart_disease_weighted,0.004294587764889002,35
980,ky,pct_cmnty_cli_weighted,0.2486935555934906,1
996,ky,pct_self_nasal_congestion_weighted,0.13988131284713745,2
1006,ky,pct_worked_outside_home_weighted,0.08505597710609436,3
988,ky,pct_self_runny_nose_weighted,0.06467090547084808,4
991,ky,pct_self_none_of_above_weighted,0.0620453841984272,5
984,ky,pct_hh_sore_throat_weighted,0.03181253746151924,6
994,ky,pct_chronic_lung_disease_weighted,0.029868844896554947,7
989,ky,pct_self_sore_throat_weighted,0.026542605832219124,8
997,ky,pct_self_multiple_symptoms_weighted,0.025715289637446404,9
1012,ky,pct_self_diarrhea_weighted,0.021022116765379906,10
1008,ky,pct_hh_cough_weighted,0.01899455301463604,11
1010,ky,pct_self_shortness_of_breath_weighted,0.018205806612968445,12
981,ky,pct_self_anosmia_ageusia_weighted,0.018145961686968803,13
1007,ky,pct_hh_shortness_of_breath_weighted,0.018143687397241592,14
1003,ky,pct_diabetes_weighted,0.01508383546024561,15
983,ky,pct_hh_cli_weighted,0.01420151349157095,16
990,ky,pct_avoid_contact_all_or_most_time_weighted,0.01382288709282875,17
1004,ky,pct_hh_difficulty_breathing_weighted,0.012639112770557404,18
995,ky,pct_no_above_medical_conditions_weighted,0.01223935279995203,19
1001,ky,pct_heart_disease_weighted,0.011717433109879494,20
1002,ky,pct_self_tiredness_or_exhaustion_weighted,0.010891404002904892,21
1005,ky,pct_self_other_weighted,0.010829119943082333,22
992,ky,pct_self_muscle_joint_aches_weighted,0.010766416788101196,23
982,ky,pct_hh_fever_weighted,0.009101527743041515,24
993,ky,pct_self_persistent_pain_pressure_in_chest_weighted,0.008485541678965092,25
986,ky,pct_asthma_weighted,0.008353796787559986,26
1011,ky,pct_high_blood_pressure_weighted,0.008165480569005013,27
1014,ky,pct_kidney_disease_weighted,0.008111241273581982,28
985,ky,pct_self_fever_weighted,0.007513946387916803,29
998,ky,pct_cancer_weighted,0.006354057230055332,30
987,ky,pct_autoimmune_disorder_weighted,0.006051724776625633,31
1013,ky,pct_self_difficulty_breathing_weighted,0.005441959947347641,32
1009,ky,pct_self_cough_weighted,0.004652025643736124,33
1000,ky,pct_multiple_medical_conditions_weighted,0.004375620279461145,34
999,ky,pct_self_nausea_vomiting_weighted,0.002403483260422945,35
1050,la,pct_cmnty_cli_weighted,0.24590645730495453,1
1051,la,pct_self_anosmia_ageusia_weighted,0.08956706523895264,2
1060,la,pct_avoid_contact_all_or_most_time_weighted,0.07363013923168182,3
1074,la,pct_hh_difficulty_breathing_weighted,0.05455838143825531,4
1083,la,pct_self_difficulty_breathing_weighted,0.04886432737112045,5
1054,la,pct_hh_sore_throat_weighted,0.046982936561107635,6
1070,la,pct_multiple_medical_conditions_weighted,0.03404928743839264,7
1052,la,pct_hh_fever_weighted,0.03400508314371109,8
1057,la,pct_autoimmune_disorder_weighted,0.030592145398259163,9
1053,la,pct_hh_cli_weighted,0.02720571495592594,10
1075,la,pct_self_other_weighted,0.02646927535533905,11
1078,la,pct_hh_cough_weighted,0.02634630724787712,12
1055,la,pct_self_fever_weighted,0.02019687555730343,13
1076,la,pct_worked_outside_home_weighted,0.020101822912693024,14
1059,la,pct_self_sore_throat_weighted,0.019565192982554436,15
1061,la,pct_self_none_of_above_weighted,0.017225468531250954,16
1058,la,pct_self_runny_nose_weighted,0.016013598069548607,17
1084,la,pct_kidney_disease_weighted,0.01515196356922388,18
1063,la,pct_self_persistent_pain_pressure_in_chest_weighted,0.014935566112399101,19
1072,la,pct_self_tiredness_or_exhaustion_weighted,0.014661373570561409,20
1082,la,pct_self_diarrhea_weighted,0.01226181723177433,21
1077,la,pct_hh_shortness_of_breath_weighted,0.011610527522861958,22
1081,la,pct_high_blood_pressure_weighted,0.011390779167413712,23
1071,la,pct_heart_disease_weighted,0.011162692680954933,24
1080,la,pct_self_shortness_of_breath_weighted,0.01097832154482603,25
1056,la,pct_asthma_weighted,0.00969214178621769,26
1079,la,pct_self_cough_weighted,0.008629160933196545,27
1062,la,pct_self_muscle_joint_aches_weighted,0.008487585000693798,28
1073,la,pct_diabetes_weighted,0.008081228472292423,29
1067,la,pct_self_multiple_symptoms_weighted,0.0077675217762589455,30
1064,la,pct_chronic_lung_disease_weighted,0.00679788738489151,31
1066,la,pct_self_nasal_congestion_weighted,0.005569794215261936,32
1068,la,pct_cancer_weighted,0.005318492650985718,33
1069,la,pct_self_nausea_vomiting_weighted,0.003368436126038432,34
1065,la,pct_no_above_medical_conditions_weighted,0.002854560734704137,35
1093,ma,pct_self_runny_nose_weighted,0.4566822946071625,1
1095,ma,pct_avoid_contact_all_or_most_time_weighted,0.10803934931755066,2
1113,ma,pct_hh_cough_weighted,0.09221886098384857,3
1099,ma,pct_chronic_lung_disease_weighted,0.07825302332639694,4
1085,ma,pct_cmnty_cli_weighted,0.05199697986245155,5
1117,ma,pct_self_diarrhea_weighted,0.043344754725694656,6
1102,ma,pct_self_multiple_symptoms_weighted,0.02165074273943901,7
1101,ma,pct_self_nasal_congestion_weighted,0.0204362440854311,8
1098,ma,pct_self_persistent_pain_pressure_in_chest_weighted,0.015291588380932808,9
1092,ma,pct_autoimmune_disorder_weighted,0.010262724943459034,10
1119,ma,pct_kidney_disease_weighted,0.00884376559406519,11
1109,ma,pct_hh_difficulty_breathing_weighted,0.008188054896891117,12
1114,ma,pct_self_cough_weighted,0.007991548627614975,13
1116,ma,pct_high_blood_pressure_weighted,0.006689378526061773,14
1108,ma,pct_diabetes_weighted,0.005909337196499109,15
1110,ma,pct_self_other_weighted,0.005736796651035547,16
1088,ma,pct_hh_cli_weighted,0.005719813518226147,17
1115,ma,pct_self_shortness_of_breath_weighted,0.00556801725178957,18
1094,ma,pct_self_sore_throat_weighted,0.00550213223323226,19
1111,ma,pct_worked_outside_home_weighted,0.005066610407084227,20
1105,ma,pct_multiple_medical_conditions_weighted,0.004150168038904667,21
1112,ma,pct_hh_shortness_of_breath_weighted,0.00408858573064208,22
1107,ma,pct_self_tiredness_or_exhaustion_weighted,0.004043099470436573,23
1089,ma,pct_hh_sore_throat_weighted,0.0036754896864295006,24
1086,ma,pct_self_anosmia_ageusia_weighted,0.0035304659977555275,25
1106,ma,pct_heart_disease_weighted,0.003199096070602536,26
1097,ma,pct_self_muscle_joint_aches_weighted,0.0029411446303129196,27
1087,ma,pct_hh_fever_weighted,0.0026907280553132296,28
1091,ma,pct_asthma_weighted,0.0023203790187835693,29
1118,ma,pct_self_difficulty_breathing_weighted,0.0015068741049617529,30
1100,ma,pct_no_above_medical_conditions_weighted,0.001334653003141284,31
1096,ma,pct_self_none_of_above_weighted,0.0011272924020886421,32
1090,ma,pct_self_fever_weighted,0.0008312953286804259,33
1103,ma,pct_cancer_weighted,0.0007412753766402602,34
1104,ma,pct_self_nausea_vomiting_weighted,0.00042751344153657556,35
1120,md,pct_cmnty_cli_weighted,0.20702983438968658,1
1130,md,pct_avoid_contact_all_or_most_time_weighted,0.11288166046142578,2
1146,md,pct_worked_outside_home_weighted,0.06291720271110535,3
1132,md,pct_self_muscle_joint_aches_weighted,0.05695076286792755,4
1151,md,pct_high_blood_pressure_weighted,0.037139587104320526,5
1152,md,pct_self_diarrhea_weighted,0.033220745623111725,6
1121,md,pct_self_anosmia_ageusia_weighted,0.029352713376283646,7
1147,md,pct_hh_shortness_of_breath_weighted,0.027668844908475876,8
1131,md,pct_self_none_of_above_weighted,0.025297723710536957,9
1148,md,pct_hh_cough_weighted,0.024136655032634735,10
1129,md,pct_self_sore_throat_weighted,0.02412174455821514,11
1128,md,pct_self_runny_nose_weighted,0.022565297782421112,12
1137,md,pct_self_multiple_symptoms_weighted,0.022331902757287025,13
1142,md,pct_self_tiredness_or_exhaustion_weighted,0.020240461453795433,14
1124,md,pct_hh_sore_throat_weighted,0.019203105941414833,15
1135,md,pct_no_above_medical_conditions_weighted,0.018991589546203613,16
1150,md,pct_self_shortness_of_breath_weighted,0.01790512725710869,17
1127,md,pct_autoimmune_disorder_weighted,0.01781454309821129,18
1143,md,pct_diabetes_weighted,0.01766343042254448,19
1139,md,pct_self_nausea_vomiting_weighted,0.01653440296649933,20
1125,md,pct_self_fever_weighted,0.01627039536833763,21
1144,md,pct_hh_difficulty_breathing_weighted,0.016264449805021286,22
1122,md,pct_hh_fever_weighted,0.01609879359602928,23
1134,md,pct_chronic_lung_disease_weighted,0.016093764454126358,24
1145,md,pct_self_other_weighted,0.014370827004313469,25
1123,md,pct_hh_cli_weighted,0.014336889609694481,26
1141,md,pct_heart_disease_weighted,0.012205911800265312,27
1138,md,pct_cancer_weighted,0.012138905003666878,28
1153,md,pct_self_difficulty_breathing_weighted,0.01152061391621828,29
1136,md,pct_self_nasal_congestion_weighted,0.01123740989714861,30
1149,md,pct_self_cough_weighted,0.011122086085379124,31
1126,md,pct_asthma_weighted,0.010734799318015575,32
1133,md,pct_self_persistent_pain_pressure_in_chest_weighted,0.008431661874055862,33
1154,md,pct_kidney_disease_weighted,0.007622976787388325,34
1140,md,pct_multiple_medical_conditions_weighted,0.007583181373775005,35
1165,me,pct_avoid_contact_all_or_most_time_weighted,0.1015801802277565,1
1156,me,pct_self_anosmia_ageusia_weighted,0.06437031179666519,2
1183,me,pct_hh_cough_weighted,0.061133816838264465,3
1189,me,pct_kidney_disease_weighted,0.052260518074035645,4
1184,me,pct_self_cough_weighted,0.05031372606754303,5
1160,me,pct_self_fever_weighted,0.0445888452231884,6
1169,me,pct_chronic_lung_disease_weighted,0.0445827841758728,7
1170,me,pct_no_above_medical_conditions_weighted,0.0433671809732914,8
1162,me,pct_autoimmune_disorder_weighted,0.03934747725725174,9
1187,me,pct_self_diarrhea_weighted,0.03646707162261009,10
1186,me,pct_high_blood_pressure_weighted,0.036117035895586014,11
1163,me,pct_self_runny_nose_weighted,0.035858411341905594,12
1168,me,pct_self_persistent_pain_pressure_in_chest_weighted,0.03581497445702553,13
1180,me,pct_self_other_weighted,0.03574327751994133,14
1175,me,pct_multiple_medical_conditions_weighted,0.0339418463408947,15
1164,me,pct_self_sore_throat_weighted,0.024190325289964676,16
1155,me,pct_cmnty_cli_weighted,0.020486054942011833,17
1176,me,pct_heart_disease_weighted,0.019593873992562294,18
1181,me,pct_worked_outside_home_weighted,0.01927257888019085,19
1171,me,pct_self_nasal_congestion_weighted,0.01684277132153511,20
1177,me,pct_self_tiredness_or_exhaustion_weighted,0.016710739582777023,21
1158,me,pct_hh_cli_weighted,0.016045259311795235,22
1167,me,pct_self_muscle_joint_aches_weighted,0.014299247413873672,23
1182,me,pct_hh_shortness_of_breath_weighted,0.014240887016057968,24
1188,me,pct_self_difficulty_breathing_weighted,0.013477408327162266,25
1161,me,pct_asthma_weighted,0.013312307186424732,26
1172,me,pct_self_multiple_symptoms_weighted,0.01293614599853754,27
1159,me,pct_hh_sore_throat_weighted,0.012552078813314438,28
1179,me,pct_hh_difficulty_breathing_weighted,0.012422217056155205,29
1166,me,pct_self_none_of_above_weighted,0.012377777136862278,30
1178,me,pct_diabetes_weighted,0.012107370421290398,31
1173,me,pct_cancer_weighted,0.010405832901597023,32
1185,me,pct_self_shortness_of_breath_weighted,0.008937841281294823,33
1174,me,pct_self_nausea_vomiting_weighted,0.008137837052345276,34
1157,me,pct_hh_fever_weighted,0.006163963582366705,35
1259,mi,pct_kidney_disease_weighted,0.12099376320838928,1
1230,mi,pct_self_fever_weighted,0.10009262710809708,2
1225,mi,pct_cmnty_cli_weighted,0.09833163022994995,3
1228,mi,pct_hh_cli_weighted,0.09387622773647308,4
1249,mi,pct_hh_difficulty_breathing_weighted,0.08543264865875244,5
1227,mi,pct_hh_fever_weighted,0.05690688639879227,6
1255,mi,pct_self_shortness_of_breath_weighted,0.051075294613838196,7
1244,mi,pct_self_nausea_vomiting_weighted,0.0483543686568737,8
1229,mi,pct_hh_sore_throat_weighted,0.03977838531136513,9
1257,mi,pct_self_diarrhea_weighted,0.03937557339668274,10
1234,mi,pct_self_sore_throat_weighted,0.0362250991165638,11
1247,mi,pct_self_tiredness_or_exhaustion_weighted,0.028784457594156265,12
1236,mi,pct_self_none_of_above_weighted,0.020582405850291252,13
1254,mi,pct_self_cough_weighted,0.017695238813757896,14
1243,mi,pct_cancer_weighted,0.01302557997405529,15
1235,mi,pct_avoid_contact_all_or_most_time_weighted,0.012919751927256584,16
1256,mi,pct_high_blood_pressure_weighted,0.011157763190567493,17
1232,mi,pct_autoimmune_disorder_weighted,0.009976334869861603,18
1258,mi,pct_self_difficulty_breathing_weighted,0.009472986683249474,19
1248,mi,pct_diabetes_weighted,0.009401868097484112,20
1233,mi,pct_self_runny_nose_weighted,0.009087455458939075,21
1250,mi,pct_self_other_weighted,0.008699874393641949,22
1251,mi,pct_worked_outside_home_weighted,0.008323848247528076,23
1239,mi,pct_chronic_lung_disease_weighted,0.008053787052631378,24
1242,mi,pct_self_multiple_symptoms_weighted,0.007848131470382214,25
1253,mi,pct_hh_cough_weighted,0.007074111141264439,26
1246,mi,pct_heart_disease_weighted,0.006842208560556173,27
1231,mi,pct_asthma_weighted,0.006040773820132017,28
1226,mi,pct_self_anosmia_ageusia_weighted,0.005558199714869261,29
1252,mi,pct_hh_shortness_of_breath_weighted,0.005227065645158291,30
1245,mi,pct_multiple_medical_conditions_weighted,0.004907203838229179,31
1241,mi,pct_self_nasal_congestion_weighted,0.004781299736350775,32
1240,mi,pct_no_above_medical_conditions_weighted,0.004770978353917599,33
1237,mi,pct_self_muscle_joint_aches_weighted,0.004754213150590658,34
1238,mi,pct_self_persistent_pain_pressure_in_chest_weighted,0.004571909550577402,35
1270,mn,pct_avoid_contact_all_or_most_time_weighted,0.3568880558013916,1
1260,mn,pct_cmnty_cli_weighted,0.14490938186645508,2
1269,mn,pct_self_sore_throat_weighted,0.05495188385248184,3
1261,mn,pct_self_anosmia_ageusia_weighted,0.029693573713302612,4
1290,mn,pct_self_shortness_of_breath_weighted,0.026347659528255463,5
1264,mn,pct_hh_sore_throat_weighted,0.025682343170046806,6
1292,mn,pct_self_diarrhea_weighted,0.021684840321540833,7
1283,mn,pct_diabetes_weighted,0.020174752920866013,8
1284,mn,pct_hh_difficulty_breathing_weighted,0.017415804788470268,9
1265,mn,pct_self_fever_weighted,0.017300447449088097,10
1277,mn,pct_self_multiple_symptoms_weighted,0.01727176457643509,11
1267,mn,pct_autoimmune_disorder_weighted,0.01658894494175911,12
1274,mn,pct_chronic_lung_disease_weighted,0.016473805531859398,13
1286,mn,pct_worked_outside_home_weighted,0.01594327576458454,14
1285,mn,pct_self_other_weighted,0.015164862386882305,15
1275,mn,pct_no_above_medical_conditions_weighted,0.015050568617880344,16
1282,mn,pct_self_tiredness_or_exhaustion_weighted,0.013465353287756443,17
1273,mn,pct_self_persistent_pain_pressure_in_chest_weighted,0.013120673596858978,18
1262,mn,pct_hh_fever_weighted,0.01309562660753727,19
1272,mn,pct_self_muscle_joint_aches_weighted,0.012890234589576721,20
1278,mn,pct_cancer_weighted,0.012817364186048508,21
1287,mn,pct_hh_shortness_of_breath_weighted,0.011836216785013676,22
1280,mn,pct_multiple_medical_conditions_weighted,0.01170357596129179,23
1289,mn,pct_self_cough_weighted,0.01149443443864584,24
1294,mn,pct_kidney_disease_weighted,0.010548366233706474,25
1271,mn,pct_self_none_of_above_weighted,0.010057145729660988,26
1266,mn,pct_asthma_weighted,0.009801927953958511,27
1291,mn,pct_high_blood_pressure_weighted,0.009281609207391739,28
1279,mn,pct_self_nausea_vomiting_weighted,0.00886569544672966,29
1268,mn,pct_self_runny_nose_weighted,0.008795838803052902,30
1281,mn,pct_heart_disease_weighted,0.008146155625581741,31
1288,mn,pct_hh_cough_weighted,0.007037476170808077,32
1276,mn,pct_self_nasal_congestion_weighted,0.005917906761169434,33
1293,mn,pct_self_difficulty_breathing_weighted,0.005018088035285473,34
1263,mn,pct_hh_cli_weighted,0.004564281087368727,35
1295,mo,pct_cmnty_cli_weighted,0.4287857711315155,1
1324,mo,pct_self_cough_weighted,0.2170899659395218,2
1299,mo,pct_hh_sore_throat_weighted,0.0873783752322197,3
1316,mo,pct_heart_disease_weighted,0.030567530542612076,4
1305,mo,pct_avoid_contact_all_or_most_time_weighted,0.027823561802506447,5
1302,mo,pct_autoimmune_disorder_weighted,0.020733749493956566,6
1306,mo,pct_self_none_of_above_weighted,0.02015608176589012,7
1318,mo,pct_diabetes_weighted,0.015271706506609917,8
1315,mo,pct_multiple_medical_conditions_weighted,0.015010268427431583,9
1303,mo,pct_self_runny_nose_weighted,0.013208999298512936,10
1307,mo,pct_self_muscle_joint_aches_weighted,0.011584070511162281,11
1297,mo,pct_hh_fever_weighted,0.011377880349755287,12
1325,mo,pct_self_shortness_of_breath_weighted,0.010232159867882729,13
1322,mo,pct_hh_shortness_of_breath_weighted,0.009335673414170742,14
1327,mo,pct_self_diarrhea_weighted,0.007160400506108999,15
1304,mo,pct_self_sore_throat_weighted,0.006685815751552582,16
1323,mo,pct_hh_cough_weighted,0.006410328205674887,17
1311,mo,pct_self_nasal_congestion_weighted,0.00606883829459548,18
1298,mo,pct_hh_cli_weighted,0.005499640479683876,19
1320,mo,pct_self_other_weighted,0.00523773767054081,20
1312,mo,pct_self_multiple_symptoms_weighted,0.0049247113056480885,21
1321,mo,pct_worked_outside_home_weighted,0.004818708635866642,22
1314,mo,pct_self_nausea_vomiting_weighted,0.004411083180457354,23
1328,mo,pct_self_difficulty_breathing_weighted,0.00418652081862092,24
1300,mo,pct_self_fever_weighted,0.003803330473601818,25
1310,mo,pct_no_above_medical_conditions_weighted,0.003503590589389205,26
1317,mo,pct_self_tiredness_or_exhaustion_weighted,0.003391001606360078,27
1326,mo,pct_high_blood_pressure_weighted,0.0028183278627693653,28
1301,mo,pct_asthma_weighted,0.0024898808915168047,29
1329,mo,pct_kidney_disease_weighted,0.0023378105834126472,30
1308,mo,pct_self_persistent_pain_pressure_in_chest_weighted,0.002011790405958891,31
1309,mo,pct_chronic_lung_disease_weighted,0.0018573879497125745,32
1296,mo,pct_self_anosmia_ageusia_weighted,0.0016020318726077676,33
1313,mo,pct_cancer_weighted,0.001142522320151329,34
1319,mo,pct_hh_difficulty_breathing_weighted,0.001082899747416377,35
1365,ms,pct_cmnty_cli_weighted,0.3668226897716522,1
1396,ms,pct_high_blood_pressure_weighted,0.051301270723342896,2
1376,ms,pct_self_none_of_above_weighted,0.0456935316324234,3
1381,ms,pct_self_nasal_congestion_weighted,0.04183327406644821,4
1391,ms,pct_worked_outside_home_weighted,0.040479257702827454,5
1372,ms,pct_autoimmune_disorder_weighted,0.0331573411822319,6
1379,ms,pct_chronic_lung_disease_weighted,0.02888839691877365,7
1395,ms,pct_self_shortness_of_breath_weighted,0.028331952169537544,8
1373,ms,pct_self_runny_nose_weighted,0.026581641286611557,9
1375,ms,pct_avoid_contact_all_or_most_time_weighted,0.024410324171185493,10
1392,ms,pct_hh_shortness_of_breath_weighted,0.022126223891973495,11
1383,ms,pct_cancer_weighted,0.021152041852474213,12
1366,ms,pct_self_anosmia_ageusia_weighted,0.020535649731755257,13
1388,ms,pct_diabetes_weighted,0.020331310108304024,14
1367,ms,pct_hh_fever_weighted,0.01957947574555874,15
1387,ms,pct_self_tiredness_or_exhaustion_weighted,0.01693231798708439,16
1368,ms,pct_hh_cli_weighted,0.01640118472278118,17
1399,ms,pct_kidney_disease_weighted,0.01465055625885725,18
1371,ms,pct_asthma_weighted,0.014161969535052776,19
1390,ms,pct_self_other_weighted,0.013902105391025543,20
1374,ms,pct_self_sore_throat_weighted,0.0130526814609766,21
1385,ms,pct_multiple_medical_conditions_weighted,0.013003174215555191,22
1394,ms,pct_self_cough_weighted,0.01259659230709076,23
1397,ms,pct_self_diarrhea_weighted,0.010863959789276123,24
